,order_date,sku,online_brand,online_name,online_category,online_subcategory,total_qty_ordered,total_qty_returned,total_qty_refunded,total_qty_canceled,unit_original_price,unit_sale_price_exc_vat,total_nmv_exc_vat,discount_amt_bfr_CR,total_discount_amount,total_discount_coupon,total_discount_on_top,total_amount_the1_reedeem,GP
146,27/3/2022,10283,MARCO POLO,Green Marco Polo XS-XF5648 GR,men,eyewear,1,0,0,0,5950,925.23,925.23,0,0,NA,NA,0,267.3
147,19/11/2021,23686670,CENTRAL SOUVENIR,POP UP CARD MUAY THAI,lifestyle,hobbies,1,0,0,0,190,55.14,55.14,0,0,NA,NA,0,-0.01
148,3/10/2021,323034,GRANDSPORT,Badminton Spirito (303105),sports,equipments,1,0,0,0,400,185.98,185.98,0,0,NA,NA,0,23.88
149,3/2/2022,33021232,la_roche_posay_online,EFFACLAR SERUM 30 ML,tion-campaign,flash-deal-2-jul-22,12,0,0,3,1300,840.19,7188.47,494.34,373.24,190.23,144.1,0,2644.03
150,5/4/2022,88231976,PIGEON,Gift Set,kids,baby-sets,1,0,0,0,795,742.99,742.99,0,0,NA,NA,0,257.34
151,7/9/2021,70415285,ZWILLING,กระทะWOK BALLARINI MURANO 30CM,tion-campaign,flash-deal-5-jul-22,5,0,0,0,5290,2966.36,12877.25,1954.55,1954.55,707.34,267.69,0,3315.2
152,15/5/2022,45955082,Lifree,Lifree super absorbent sheet. 36 pcs.,home,eldery-care,4,0,0,0,329,307.48,1143.83,86.09,86.09,NA,NA,0,135.31
153,11/10/2021,716423,TicWatch,Black Smartwatch E2,gadgets-tech,wearable-gadgets,2,0,0,0,5900,2587.85,5175.7,0,0,NA,NA,0,387.66
154,11/12/2021,45955075,Lifree,Lifree absorbent pads at night. 30 pcs.,home,eldery-care,4,0,0,0,329,270.09,940.36,140,140,NA,NA,0,129.84
155,17/5/2022,75908423,SHISEIDO,Men Face Cleanser 125 mL,beauty,mens-grooming,7,0,0,1,990,786.92,4721.52,0,0,NA,NA,0,847.2
156,4/4/2022,365962,ROCK,Green P71 Mini PD Fast Charging Power Bank 10000mAh (Model RMP0403),gadgets-tech,mobiles-tablets,5,0,0,2,699,653.27,1959.81,0,0,NA,NA,0,821.03
157,31/10/2021,21482717,CENTRAL HOME,SPIN MOP,tion-campaign,flash-deal-7-jul-22,30,0,0,5,990,372.9,8546.94,775.56,775.56,NA,NA,802.18,3654.44
158,29/5/2022,920895,Hospro,Hospro H-WSL014 Walking Stick Black,home,eldery-care,1,0,0,0,1250,887.85,887.85,0,0,NA,NA,0,114
159,24/11/2021,2203881,TANITA,Digital Kitchen Scale KD-321 Sliver,tion-campaign,flash-deal-6-jul-22,3,0,0,1,2100,1299.07,2542.07,56.07,56.07,NA,NA,60,504.41
160,12/12/2021,21482717,CENTRAL HOME,SPIN MOP,tion-campaign,flash-deal-7-jul-22,72,0,0,8,990,335.51,20500.11,972.53,972.53,NA,NA,890.37,8084.1
161,9/4/2022,20575458,MANAMI,มานามิ มูราซากิ บอดี้ วอช,kids,maternity,2,0,0,0,990,925.23,1850.46,0,0,NA,NA,0,786.26
162,2/6/2022,85993136,ZEBRA,Extra Duo Set 185469 Silver,tion-campaign,flash-deal-6-jul-22,3,0,0,0,1750,746.73,2240.19,0,0,NA,NA,0,380.82
163,20/1/2022,22882882,ZEENZONE_BEAUTY,ผ้าปิดตาสุนัขจิ้งจอก,men,eyewear,5,0,0,0,95,17.76,88.8,0,0,NA,NA,0,-58.74
164,29/4/2022,33021232,la_roche_posay_online,EFFACLAR SERUM 30 ML,tion-campaign,flash-deal-2-jul-22,7,1,1,1,1300,911.21,3664.85,891.2,891.2,NA,NA,805,786.8
165,1/6/2022,86131797,APPLE,AirPods Generation 2 with Charging Case White,gadgets-tech,audio-hifi,63,0,0,16,5684,3728.97,172733.4,2532.86,2528.19,NA,NA,2310.17,14324.6
166,13/12/2021,86204385,marks___spencer_online,Gift Set Sweet Delight Bag M 2021,home,groceries-2,8,2,2,1,2699,2270.19,10189.26,1482.16,1161.69,1185.54,296.64,0,6245.96
167,3/9/2021,533588,ADIDAS,adidas TRAINING AEROREADY 3-Stripes 8-Inch Shorts Men Black FL4389,sports,apparels,2,0,0,0,1400,484.11,968.22,0,0,NA,NA,0,124.32
168,25/9/2021,10791288,BABY MOBY,BABYMOBY SET COTTON VALUE PACK,kids,baby-sets,1,0,0,0,410,383.18,383.18,0,0,NA,NA,0,166.11
169,19/2/2022,15405272,lesasha,เครื่องหนีบผม Extra Long รุ่น LS0911,tion-campaign,flash-deal-8-jun-22-2,10,0,0,1,820,457.94,3131.34,990.12,990.12,698.92,291.2,0,888.96
170,15/1/2022,70180701,TEFAL,High Speed Blender (2L) BL811 Perfect Mix+,tion-campaign,flash-deal-6-jul-22,12,0,0,0,5990,2233.64,21138.7,5664.98,5664.98,4914.01,750.97,0,1313.64
171,17/5/2022,716936,GRANDSPORT,Purple Women's One-Piece Swimsuit (342650),sports,accessories,2,0,0,1,890,372.9,372.9,0,0,NA,NA,0,47.88
172,30/11/2021,700688,keychron,K4 V.2 Wireless Mechanical Keyboard Gateron (Hot-swappable) Brown Switch LG,gadgets-tech,computers,3,0,0,0,4390,4102.8,11163.54,1144.86,1144.86,NA,NA,1225,790.2
173,16/5/2022,87767070,CLINIQUE,Smart Clinical Repair™ Wrinkle Correcting Eye Cream​ 15 ml.,beauty,mens-grooming,2,0,0,0,2500,2102.8,3563.17,642.43,642.43,93.09,93.08,298.8,58.49
174,5/12/2021,20008291,MINI MONO,กล่องแว่นเสือดาว ผ้าเช็ดWH,men,eyewear,6,0,0,0,80,27.1,149.49,13.11,13.11,NA,NA,0,-69.1
175,6/6/2022,88856865,APPLE,AIRPODS PRO,gadgets-tech,audio-hifi,87,0,0,21,8992,6158.88,403287.97,3912.99,3198.11,NA,NA,4178.63,28435.44
176,14/4/2022,17062237,Lifree,Rehabili Pants White Size L ,home,eldery-care,14,0,0,1,1647,1400.93,16577.51,1634.58,1634.58,420.28,233.64,0,550.85
177,29/10/2021,82745158,SANRIO,Bucket Hat Hello Kitty Summer White,women,hat-hair-accessories,2,0,0,1,990,556.07,556.07,0,0,NA,NA,0,366.07
178,11/11/2021,75741334,GARMIN,Smartwatch VENU SQ ORCHID METALLIC ORCHID,gadgets-tech,wearable-gadgets,10,0,0,4,7190,5598.13,33588.78,0,0,NA,NA,0,4586.34
179,19/1/2022,802513,REEBOK,Grey Training Mat - 10mm,sports,equipments,1,0,0,0,1290,964.49,908.42,56.07,56.07,NA,NA,60,98.04
180,20/2/2022,38082719,CERTAINTY,Bed Sheet Size L Total 10 pcs / pack,home,eldery-care,1,0,0,0,89,83.18,83.18,0,0,NA,NA,0,14.14
181,28/12/2021,46241689,marks___spencer_online,Bourbon Biscuits,home,groceries-2,5,0,0,0,119,111.21,556.05,0,0,NA,NA,0,509.2
182,4/3/2022,86041447,SKULLCANDY,JIB TRUE CHILL GREY,gadgets-tech,audio-hifi,3,0,0,2,1890,925.23,925.23,8.53,0,NA,NA,9.13,NA
183,3/3/2022,753513,GRANDSPORT,Black Swim goggles For Adult (343398),sports,apparels,1,0,0,0,195,139.25,139.25,0,0,NA,NA,0,17.88
184,3/1/2022,228809,MLB,UNISEX CURVED CAP 32CP07011 50N NAVY NEW YORK YANKEES,women,hat-hair-accessories,2,0,0,0,1490,1253.27,2506.54,0,0,NA,NA,0,590.04
185,4/5/2022,33021232,la_roche_posay_online,EFFACLAR SERUM 30 ML,tion-campaign,flash-deal-2-jul-22,5,0,0,1,1300,911.21,3614.47,30.37,30.37,NA,NA,0,1252.59
186,9/10/2021,559524,Jowsua,Black Messager of neck kneading JW537,sports,equipments,6,0,0,0,2990,831.78,4990.68,0,0,NA,NA,0,640.8
187,13/11/2021,580003,Chipmunk,BLUE-DIY THREE WHEEL SCOOTER KIDS,tion-campaign,flash-deal-7-jul-22,6,0,0,2,2000,746.73,2986.92,0,0,NA,NA,0,767.04
188,29/3/2022,MJT51339173,MUJI,Pp Cable Case With Stand 5232207590 White,gadgets-tech,computers,1,0,0,0,59,49.53,49.53,0,0,NA,NA,0,NA
189,12/9/2021,834033,RESTER,White IStepp Foot Massager E-8099,gadgets-tech,home-gadgets,2,0,0,0,9900,2981.31,5378.51,584.11,584.11,NA,NA,625,446.6
190,2/5/2022,78797499,INVISIBOBBLE,Sprunchie Slim Hair Tie,women,hat-hair-accessories,3,0,0,1,495,462.62,869.73,55.51,55.51,NA,NA,0,314.59
191,2/1/2022,28736356,LAMOON,โฟมอาบน้ำปั้ม4ขวด รีฟิว6ถุง,kids,baby-sets,1,0,0,0,3590,2345.79,1886.89,458.9,458.9,250.31,208.59,0,497.35
192,18/3/2022,83548062,GARMIN,FORERUNNER 55 BLACK,gadgets-tech,wearable-gadgets,2,0,0,1,6790,6345.79,6336.44,9.35,9.35,NA,NA,10,942.51
193,10/10/2021,1083545,BIOTHERM,HOMME AQUAPOWER Oligo-Thermal Fresh Gel Ultra Cleansing 125 mL เจลล้างหน้า HOMME AQUAPOWER Oligo-Thermal Fresh Gel Ultra Cleansing ขนาด 125 มล.,beauty,mens-grooming,7,0,0,0,1100,873.83,5606.02,510.79,510.79,174.77,336.02,0,989.88
194,26/5/2022,83737138,KERASTASE,Multi-usage Oil for Extremely Shiny Hair and Anti frizz 100 mL. - Elixir Ultime Original Versatile Beautifying Oil,tion-campaign,flash-deal-5-jul-22,12,1,0,2,1595,1342.06,12704.17,984.85,716.43,0,161.05,0,4100.99
195,23/3/2022,12298600,BIOTHERM,Homme Force Supreme Life Essence 100 mL,beauty,mens-grooming,2,0,0,0,2550,2144.86,3916.7,373.02,373.02,248.68,124.34,0,604.32
196,1/5/2022,75036164,VANS,Spicoli 4 Sunglasses VN000LC0K Black Size OS,men,eyewear,14,0,0,6,590,551.4,4411.2,0,0,NA,NA,0,1279.2
197,31/12/2021,14979521,PIGEON,ยางกัด PEACH CLOVER 3 MONTHS,kids,baby-sets,1,0,0,0,320,299.07,299.07,0,0,NA,NA,0,97.61
198,19/2/2022,19598468,CENTRAL SOUVENIR,CAP BKK NAVY,women,hat-hair-accessories,1,0,0,0,450,120.56,120.56,0,0,NA,NA,0,-39.44
199,16/2/2022,22882875,ZEENZONE_BEAUTY,ผ้าปิดตานกฮูก,men,eyewear,2,0,0,0,95,17.76,34.63,0.89,0.89,0,0.89,0,-24.39
200,12/9/2021,841373,XIAOMI,Black Meavon Smart Dual Mode Fascia Gun Deep,sports,equipments,2,0,0,0,3590,2794.39,5588.78,0,0,NA,NA,0,418.6
201,6/2/2022,70208764,PiPPER STANDARD,น้ำยาล้างห้องน้ำฆ่าเชื้อ400,tion-campaign,flash-deal-7-jul-22,2,0,0,0,189,157.94,290.31,25.57,25.57,NA,NA,0,101.92
202,24/1/2022,70290769,GQ,GQ BLACK MASK BIG SIZE BK F,women,personal-accessories,3,0,0,0,190,177.57,532.71,0,0,NA,NA,0,96.63
203,25/3/2022,14323812,BABY MOBY,แผ่นซับน้ำนม 60ชิ้น,kids,maternity,2,0,0,0,235,198.13,396.26,0,0,NA,NA,0,146.92
204,31/3/2022,14116568,PIGEON,BABY WIPES CHAMOMILE 82 PCS P9,tion-campaign,flash-deal-7-jul-22,148,0,0,7,555,363.55,39750.6,11557.73,11509.95,8216.28,3002.88,12.39,4594.06
205,10/6/2022,626942,Optimum Nutrition,Hydro Whey Protien 3.5 lb - Turbo Chocolate,tion-campaign,flash-deal-7-jul-22,1,0,0,0,2879,2584.11,2584.11,0,0,NA,NA,0,470.05
206,2/12/2021,20320164,Coolpets,ที่นอนสัตว์เลี้ยง 92X68WHBL,home,pets,1,0,0,0,995,464.49,464.49,0,0,NA,NA,0,129.48
207,5/9/2021,699280,LENOVO,X18 TWS Real Smart TWS Earphones Bluetooth 5.0 Siri Voice Assistant Waterproof Sports Headsets with Mic,gadgets-tech,audio-hifi,4,0,0,2,849,527.1,1054.2,0,0,NA,NA,0,78.96
208,5/6/2022,87747539,la_roche_posay_online,Effaclar Deep Cleansing Foaming Cream 125 mL,beauty,mens-grooming,1,0,0,0,550,434.58,361.04,73.54,73.54,36.77,36.78,0,57.9
209,26/4/2022,85993136,ZEBRA,Extra Duo Set 185469 Silver,tion-campaign,flash-deal-6-jul-22,6,0,0,0,1750,653.27,3919.62,0,0,NA,NA,0,800.88
210,15/12/2021,84725868,GQ,Smart Clean 170-222434 Red,women,personal-accessories,1,0,0,0,99,92.52,81.16,11.36,11.36,NA,NA,0,-0.13
211,13/10/2021,92016552,GIORGIO_ARMANI,ARMANI CODE DONNA EDP 75,beauty,mens-grooming,2,0,0,0,4400,3700.93,7197.07,204.79,204.79,NA,NA,0,1481.59
212,22/1/2022,46241689,marks___spencer_online,Bourbon Biscuits,home,groceries-2,1,0,0,0,119,111.21,111.21,0,0,NA,NA,0,64.36
213,12/12/2021,23758605,MINI MONO,POWER BANK 15000 mAh Pink,gadgets-tech,mobiles-tablets,1,0,0,0,400,373.83,373.83,0,0,NA,NA,0,158.88
214,2/5/2022,10373,MARCO POLO,Brown Silvester Slim Sunglasses,men,eyewear,1,0,0,0,5990,859.81,859.81,0,0,NA,NA,0,248.4
215,30/1/2022,15677778,Lifree,Subpad-Standard Total 60 pcs./pack,home,eldery-care,4,0,0,0,329,270.09,1044.85,35.51,35.51,NA,NA,0,234.33
216,4/4/2022,18735444,PHILIPS AVENT,Disposable Breast Pads Ultra Comfort 60 pcs SCF254/61,kids,maternity,2,0,0,0,700,466.36,932.72,0,0,NA,NA,0,282.3
217,28/11/2021,70208764,PiPPER STANDARD,น้ำยาล้างห้องน้ำฆ่าเชื้อ400,tion-campaign,flash-deal-7-jul-22,9,0,0,0,189,176.64,918.58,671.18,671.18,438.06,56.49,0,457.83
218,16/1/2022,40095,ADIDAS,Grey Camo Adidas Training Mat,sports,equipments,4,0,0,0,2290,1070.09,4280.36,0,0,NA,NA,0,435.12
219,2/11/2021,726320,E-GIFT CARDS,"Congrats 1,000Baht",gift-with-purchase,other,13,0,0,0,1000,934.58,12149.54,0,0,NA,NA,0,260
220,21/2/2022,14116568,PIGEON,BABY WIPES CHAMOMILE 82 PCS P9,tion-campaign,flash-deal-7-jul-22,3,0,0,1,555,518.69,990.16,82.42,47.22,NA,NA,37.66,288.78
221,6/5/2022,761946,her_hyness,ROYAL HYA WATER SUNSCREEN SPF 50+ PA++++  30 ML.,tion-campaign,flash-deal-6-jul-22,1,0,0,0,1490,887.85,887.85,0,0,NA,NA,0,209
222,27/1/2022,70118582,NESTLE,Dolce Gusto Starbucks Toffee Nut Latte 12 Caps 127.8 g Red,home,coffee-1,2,0,0,0,329,307.48,614.96,0,0,NA,NA,0,92.24
223,3/6/2022,86131797,APPLE,AirPods Generation 2 with Charging Case White,gadgets-tech,audio-hifi,21,0,0,3,5684,3915.89,70486.02,0,0,NA,NA,0,9282.61
224,10/9/2021,23686694,CENTRAL SOUVENIR,POP UP CARD WAT ARUN,lifestyle,hobbies,1,0,0,0,190,92.52,92.52,0,0,NA,NA,0,37.37
225,10/11/2021,70180701,TEFAL,High Speed Blender (2L) BL811 Perfect Mix+,tion-campaign,flash-deal-6-jul-22,23,0,0,1,5990,2233.64,35336.91,14255.7,13803.17,11136.96,2666.22,7.25,470.96
226,18/1/2022,362809,MARCO POLO,Silver SMRS31405 C8,men,eyewear,1,0,0,0,4990,887.85,887.85,0,0,NA,NA,0,256.5
227,17/9/2021,21482717,CENTRAL HOME,SPIN MOP,tion-campaign,flash-deal-7-jul-22,13,0,0,0,990,372.9,4803.16,44.54,44.54,NA,NA,0,2307.3
228,25/4/2022,85993136,ZEBRA,Extra Duo Set 185469 Silver,tion-campaign,flash-deal-6-jul-22,25,0,0,3,1750,653.27,13404.65,967.29,967.29,NA,NA,1035,-1149.47
229,11/11/2021,864479,ADIDAS,ADIDAS TRAINING Primeblue AEROREADY 3-Stripes Slim Tee Men,sports,apparels,2,0,0,1,1200,583.18,583.18,0,0,NA,NA,0,74.88
230,6/1/2022,924321,xiaomi_youpin,"Grey Kingsmith Walking Pad R2 treadmill foldable, adjustable speed 12 km/h",tion-campaign,flash-deal-3-jul-22,4,0,0,3,24990,14009.35,13509.35,500,500,NA,NA,535,1049.3
231,4/1/2022,38905315,CUIZIMATE,Juice Extractor : RBSJUICER400WSI Silver Color Size 1 L,tion-campaign,flash-deal-3-jul-22,2,0,0,0,2990,1112.15,1715.02,509.28,509.28,NA,NA,544.92,356.2
232,4/9/2021,28545828,FITBIT,CHARGE 4 BLACK,gadgets-tech,wearable-gadgets,2,0,0,0,6490,4383.18,7609.35,1157.01,1157.01,438.32,280.37,0,784.93
233,11/11/2021,825745,ADIDAS,ADIDAS TRAINING AEROREADY Designed to Move 3-Stripes Padded Sports Crop Top Women,sports,apparels,6,1,1,1,900,252.34,1009.36,0,0,NA,NA,0,129.6
234,3/9/2021,578772,ADIDAS,adidas FOOTBALL/SOCCER Squadra 17 Shorts Men Red BJ9226,sports,apparels,7,3,3,1,500,140.19,420.57,0,0,NA,NA,0,54
235,4/4/2022,14116568,PIGEON,BABY WIPES CHAMOMILE 82 PCS P9,tion-campaign,flash-deal-7-jul-22,13,0,0,0,555,467.29,5810.75,264.02,264.02,NA,NA,15.2,1966.78
236,26/11/2021,766861,ADIDAS,ADIDAS ORIGINALS Trefoil Baseball Cap Unisex,men,hats-caps,2,0,0,0,700,228.97,421.59,36.35,36.35,NA,NA,38.89,58.8
237,23/9/2021,39179326,HAVEN,Neck Pillow : Memory Foam Purple Color Size 30 x 30 cm,sports,accessories,2,0,0,0,495,182.24,364.48,0,0,NA,NA,0,122.56
238,23/2/2022,234620,JBL,In-Ear Bluetooth Headphone (Black) T110BT,gadgets-tech,audio-hifi,8,1,1,3,1990,738.32,2757.02,196.26,196.26,NA,NA,210,237
239,12/6/2022,84110145,marks___spencer_online,Double Devon Toffees,home,groceries-2,1,0,0,0,119,111.21,111.21,0,0,NA,NA,0,63.89
240,30/3/2022,46241108,marks___spencer_online,Cheese Crispies,home,groceries-2,1,0,0,0,139,129.91,129.91,0,0,NA,NA,0,56.65
241,8/4/2022,11365983,IFLIN BABY,ผ้าเช็ดปาก ผ้าเอนกประสงค์ PB,kids,maternity,1,0,0,0,490,457.94,457.94,0,0,NA,NA,0,184.78
242,3/3/2022,33021232,la_roche_posay_online,EFFACLAR SERUM 30 ML,tion-campaign,flash-deal-2-jul-22,15,0,0,2,1300,911.21,10747.99,1388.94,1097.74,353.53,180.53,132.81,3156.65
243,9/3/2022,14116568,PIGEON,BABY WIPES CHAMOMILE 82 PCS P9,tion-campaign,flash-deal-7-jul-22,6,0,0,0,555,518.69,2593.45,518.69,518.69,NA,NA,455.19,489.31
244,10/10/2021,678822,ADIDAS,adidas TRAINING Prime Tee Women White FL8784,sports,apparels,6,0,0,1,800,246.73,1220,13.65,13.65,NA,NA,0,158.4
245,7/10/2021,20329808,CHANEL,Ultra Wear Liquid Lip Colour 124 Soft Candy 8 mL,kids,kids-shoes,1,0,0,0,1450,1355.14,1355.14,0,0,NA,NA,0,338.78
246,13/4/2022,17815420,MINI MONO,แว่นกันแดดBL REVO กรอบ BK,women,eyewear,1,0,0,0,100,27.1,27.1,0,0,NA,NA,0,-13.88
247,21/11/2021,21951886,THREE,BALANCING CLEANSING OIL R185ML,tion-campaign,flash-deal-7-jul-22,1,0,0,0,1900,1509.35,1322.43,186.92,186.92,0,93.46,100,326.45
248,25/12/2021,83737138,KERASTASE,Multi-usage Oil for Extremely Shiny Hair and Anti frizz 100 mL. - Elixir Ultime Original Versatile Beautifying Oil,tion-campaign,flash-deal-5-jul-22,2,0,0,0,1530,1286.92,2429.97,143.87,143.87,NA,NA,0,595.31
249,15/3/2022,14116568,PIGEON,BABY WIPES CHAMOMILE 82 PCS P9,tion-campaign,flash-deal-7-jul-22,456,0,0,27,555,363.55,130726.51,26694.8,25236.44,16348.91,4448.36,787.24,28238.89
250,6/5/2022,620262,LA BICYCLE,"KIDS BIKE HELLO KITTY  12"" CAKE",sports,equipments,2,0,0,0,3030,2149.53,4299.06,0,0,NA,NA,0,782
251,30/4/2022,86131889,APPLE,Apple Pencil (2nd Generation) White,gadgets-tech,computers,1,0,0,0,4490,4196.26,3154.2,1042.06,1042.06,NA,NA,1115,-735.8
252,10/9/2021,263532,APPLE,"iPhone 11 (128GB, Purple)",gadgets-tech,mobiles-tablets,1,0,0,0,24100,19532.71,19158.88,373.83,373.83,NA,NA,400,428.45
253,18/10/2021,16814523,CERTAINTY,Super Pants Super Save Size XL 16 pcs x 4 pack,home,eldery-care,3,0,0,0,1624,1400.93,3782.52,420.27,420.27,NA,NA,0,287.13
254,27/2/2022,83689826,SANRIO,Bedding Sheet Little Twin Stars 5 Ft. Pink Queen,tion-campaign,flash-deal-7-jul-22,1,0,0,0,2300,1074.77,935.86,138.91,138.91,NA,NA,0,583.74
255,2/1/2022,15677815,Lifree,Daily Care Pad 50 cc Total 10 pcs/pack,home,eldery-care,1,0,0,0,49,36.45,36.45,0,0,NA,NA,0,9
256,31/1/2022,70714968,NU COVER,TENCEL COTTON KING FITTED SHEET SET 2 PCS,tion-campaign,flash-deal-4-jul-22,3,0,0,1,5190,1120.56,2241.12,0,0,NA,NA,0,888.88
257,12/10/2021,32273748,SANRIO_LOCAL,ที่คาดผมKU,women,personal-accessories,1,0,0,0,458,214.02,214.02,0,0,NA,NA,0,154.02
258,22/2/2022,86813853,SKULLCANDY,หูฟัง IN EAR CORAL PINK,gadgets-tech,audio-hifi,1,0,0,0,2990,2046.73,2046.73,0,0,NA,NA,0,850.03
259,24/9/2021,82379117,GARMIN,VENU 2S ROSE GOLD WHITE,gadgets-tech,wearable-gadgets,1,0,0,0,13690,12794.39,12794.39,0,0,NA,NA,0,2139.93
260,24/4/2022,27766804,MINI MONO,Cat-Eye Sunglasses Black,men,eyewear,2,0,0,0,100,93.46,169.63,17.29,17.29,NA,NA,18.51,64.55
261,11/12/2021,16994362,LAMY,Box Ink Cartridges T10 bk-bl Blue,jewelry-watches,pens,1,0,0,0,100,93.46,79.01,14.45,14.45,10.32,4.13,0,11.72
262,20/2/2022,15405272,lesasha,เครื่องหนีบผม Extra Long รุ่น LS0911,tion-campaign,flash-deal-8-jun-22-2,3,0,0,0,820,457.94,999.54,374.28,374.28,264.2,110.08,0,268.78
263,3/3/2022,25833096,MERRIES,PANT ULTRA JUMBO SIZEXXL 32 X2,tion-campaign,flash-deal-3-jul-22,1,0,0,0,1158,1082.24,1082.24,0,0,NA,NA,0,216.44
264,10/10/2021,83737138,KERASTASE,Multi-usage Oil for Extremely Shiny Hair and Anti frizz 100 mL. - Elixir Ultime Original Versatile Beautifying Oil,tion-campaign,flash-deal-5-jul-22,6,0,0,1,1530,1286.92,6096.85,337.75,337.75,NA,NA,0,1510.2
265,18/12/2021,32386660,HAPPY PLUGS,HAPPY PLUGS Model AIR 1 GO Pink,gadgets-tech,audio-hifi,2,0,0,1,1690,1579.44,1579.44,0,0,NA,NA,0,558.33
266,30/3/2022,693789,Irontec,Treadmill POLAR,sports,equipments,1,0,0,0,17800,6532.71,6532.71,0,0,NA,NA,0,664.05
267,18/9/2021,533588,ADIDAS,adidas TRAINING AEROREADY 3-Stripes 8-Inch Shorts Men Black FL4389,sports,apparels,2,0,0,0,1400,392.52,785.04,0,0,NA,NA,0,100.8
268,30/3/2022,14116568,PIGEON,BABY WIPES CHAMOMILE 82 PCS P9,tion-campaign,flash-deal-7-jul-22,233,0,0,44,555,363.55,55025.23,17819.54,13685.72,9452.36,3441.12,0,7563.78
269,19/12/2021,83182273,JBL,Go 3 Portable Waterproof Speaker Black,gadgets-tech,audio-hifi,3,0,0,1,1590,1114.95,2118.4,167.25,111.5,NA,NA,0,643.76
270,8/12/2021,4130147,BIOTHERM,HOMME T-Pur Cleanser Unclogging Purifying Cleanser 125 mL HOMME โฟมล้างหน้าสำหรับผู้ชาย T-Pur Cleanser Unclogging Purifying Cleanser ขนาด 125 มล.,beauty,mens-grooming,25,3,1,10,950,755.14,9094.14,1777.25,1477.82,169.75,309.42,1219.63,1690.02
271,28/3/2022,70180701,TEFAL,High Speed Blender (2L) BL811 Perfect Mix+,tion-campaign,flash-deal-6-jul-22,2,0,0,0,5990,2794.39,4230.71,1358.07,1358.07,558.88,100.59,0,2234.13
272,22/4/2022,21482717,CENTRAL HOME,SPIN MOP,tion-campaign,flash-deal-7-jul-22,17,0,0,2,1290,372.9,5593.5,0,0,NA,NA,0,2691.23
273,9/9/2021,915365,MARSHALL,Balck Marshall Bluetooth Speak Woburn II,gadgets-tech,audio-hifi,5,0,0,4,27900,20467.29,13788.16,6679.13,6679.13,NA,NA,7146.67,1971
274,13/3/2022,17815482,MINI MONO,แว่นกันแดดGRADIENT PKกรอบRO GO,women,eyewear,1,0,0,0,150,55.14,36.07,19.07,19.07,NA,NA,20.4,-33.69
275,26/2/2022,75908423,SHISEIDO,Men Face Cleanser 125 mL,beauty,mens-grooming,1,0,0,0,990,832.71,832.71,0,0,NA,NA,0,186.99
276,24/10/2021,15477408,INVISIBOBBLE,Power Hair Tie,women,hat-hair-accessories,1,0,0,0,255,238.32,238.32,0,0,NA,NA,0,90.56
277,12/9/2021,16814455,CERTAINTY,กางเกงอนามัย Day Pants ไซส์ M จำนวน 34 ชิ้น x 4 แพ็ค (ยกลัง),home,eldery-care,3,0,0,0,1799,1635.51,4317.75,588.78,588.78,NA,NA,0,177.42
278,23/10/2021,877755,HCare,HCare Go Smartwatch - Matte Black,tion-campaign,flash-deal-2-jul-22,4,0,0,0,3990,1635.51,6542.04,0,0,NA,NA,0,1890
279,3/9/2021,17062237,Lifree,Rehabili Pants White Size L ,home,eldery-care,6,0,0,0,2196,1400.93,7396.91,1008.67,1008.67,NA,NA,0,-0.01
280,9/9/2021,78664562,CERTAINTY,Certainty Tape Super Save Box Size M 112 Pcs.,home,eldery-care,2,0,0,1,1599,1425.23,1254.2,171.03,171.03,NA,NA,0,57.97
281,23/12/2021,753923,Water Pro Thailand,Black Bucket Hat,sports,accessories,1,0,0,0,880,822.43,822.43,0,0,NA,NA,0,105.6
282,2/11/2021,MJT50084487,MUJI,Cloth For Glasses 14 Sheet 5816446088 White,women,eyewear,3,0,0,0,35,32.71,98.13,0,0,NA,NA,0,NA
283,9/9/2021,84028723,XIAOMI,MI SMART BAND 6,gadgets-tech,wearable-gadgets,20,0,0,13,3099,1018.69,7130.83,0,0,NA,NA,0,713.09
284,14/2/2022,86205757,GOPRO,GOPRO Camera Hero10 GO-CHDHX-101-RW,gadgets-tech,cameras,1,0,0,0,16500,15420.56,15420.56,0,0,NA,NA,0,1233.65
285,10/5/2022,86221566,UNDER_ARMOUR,Men's UA Iso-Chill ArmourVent™ Adjustable Hat 1361528-001 Black/Grey Size Free Size,men,hats-caps,1,0,0,0,990,925.23,925.23,0,0,NA,NA,0,416.35
286,7/10/2021,15041265,LAMOON,ORGANIC WELCOME BABY GIFT SET,kids,baby-sets,3,0,0,0,1750,934.58,2294.19,509.55,509.55,359.68,149.87,0,709.94
287,2/11/2021,16814462,CERTAINTY,กางเกงอนามัย Day Pants ไซส์ L จำนวน 34 ชิ้น x 4 แพ็ค (ยกลัง),home,eldery-care,3,0,0,0,1799,1635.51,4178.75,727.78,727.78,327.1,237.13,0,38.42
288,4/11/2021,6929503,CLINIQUE,CFM MOISTURIZING LOTION 100,beauty,mens-grooming,1,0,0,0,1450,1219.63,1187.81,31.82,31.82,NA,NA,34.05,171.45
289,22/1/2022,17062220,Lifree,Rehabili Pants White Size M ,home,eldery-care,1,0,0,0,1647,1400.93,1260.84,140.09,140.09,NA,NA,0,28.02
